RXN	1_upper_euphotic	6_upper_euphotic	2_chlorophyllmax	3_below_euphotic	5_uppermesopelagic	7_omz	4_deepabyss
H2PTEROATESYNTH-RXN	0.84509804	0.301029996	0	0.477121255	0.602059991	0.477121255	0.602059991
DUTP-PYROP-RXN	0.477121255	0	0.301029996	0	0.301029996	0	0.301029996
RXN-10659	0.301029996	0	0	0	0	0	0
RXN0-1863	0	0	0	0	0.301029996	0	0
ARYLFORMAMIDASE-RXN	0	0	0	0	0	0	0.301029996
RXN1G-184	0.301029996	0	0	0	0	0	0
2-HEXADECENAL-REDUCTASE-RXN	0	0.602059991	0	0.301029996	0.301029996	0.301029996	0.301029996
RXN-961	0	0	0	0	0	0.477121255	0
PHOSMANMUT-RXN	0.477121255	0.301029996	0.301029996	0.301029996	0.698970004	0.602059991	0.477121255
ANTHRANSYN-RXN	0.84509804	0.602059991	0.84509804	0.602059991	0.698970004	0.84509804	0.77815125
ALLANTOATE-DEIMINASE-RXN	0.477121255	0.477121255	0	0.301029996	0	0	0.301029996
ISOCITDEH-RXN	1	0.903089987	0.77815125	0.301029996	0.84509804	0.602059991	0.77815125
PROLINE-RACEMASE-RXN	0.301029996	0	0	0.477121255	0.301029996	0.477121255	0.477121255
MOXXANAU-RXN	0.301029996	0	0	0	0.301029996	0	0
CARBOXYMETHYLENEBUTENOLIDASE-RXN	0.698970004	0.602059991	0.301029996	0.301029996	0	0.602059991	0.602059991
RXN1G-252	0.301029996	0	0	0	0	0	0
GLUTAMATE-DEHYDROGENASE-NADP+-RXN	0.301029996	0.301029996	0.301029996	0.477121255	0.301029996	0	0.602059991
RXN0-4141	0	0	0	0.301029996	0	0.477121255	0.301029996
RXN-1404	0	0.301029996	0.301029996	0	0.477121255	0	0
RXN-12215	0	0	0	0.301029996	0	0.477121255	0.301029996
DHLBXANAU-RXN	0.301029996	0	0	0	0.301029996	0	0
RXN-7698	0.301029996	0	0	0	0	0.301029996	0
RXN-8631	0	0.301029996	0.477121255	0.301029996	0.602059991	0.602059991	0
ASPARTASE-RXN	0.301029996	0	0	0.301029996	0	0.301029996	0.477121255
N-ACETYLGLUTPREDUCT-RXN	0	0.301029996	0.301029996	0.301029996	0.477121255	0.698970004	0.477121255
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	0	0.301029996	0	0.301029996	0.477121255	0	0
H2NTPEPIM-RXN	0.301029996	0	0.301029996	0	0	0	0
THYMIDYLATESYN-RXN	0.698970004	0.602059991	0.477121255	0.477121255	0.301029996	0.602059991	0.477121255
SERINE--TRNA-LIGASE-RXN	0.477121255	0.301029996	0.301029996	0.77815125	0.602059991	0.602059991	0.698970004
ENOYL-ACP-REDUCT-NADH-RXN	0	0	0.477121255	0.602059991	0	0.301029996	0.477121255
METHYLGLUTACONYL-COA-HYDRATASE-RXN	0	0	0	0	0.301029996	0	0
RXN0-4222	0	0	0.301029996	0	0	0	0
CATECHOL-OXIDASE-RXN	0.477121255	0	0	0.301029996	0	0.301029996	0.301029996
RXN-12705	0.84509804	1.041392685	0.77815125	0.477121255	0.903089987	1.041392685	0.77815125
CREATINASE-RXN	0	0	0	0.301029996	0	0	0
2.7.4.22-RXN	0.301029996	0.301029996	0	0.77815125	0.602059991	0.698970004	0.602059991
RXN-11556	0.602059991	0.602059991	0.77815125	0	0	0.84509804	0
ACETATE--COA-LIGASE-RXN	0.477121255	0.698970004	0	0.84509804	0.903089987	1	1.204119983
5.1.3.17-RXN	0	0	0	0	0	0.301029996	0
RXN0-6480	0.602059991	0.301029996	0.698970004	0.77815125	0.77815125	0.903089987	0.698970004
DIHYDROXYISOVALDEHYDRAT-RXN	0.77815125	0.84509804	0.84509804	0.477121255	0.84509804	0.698970004	0.84509804
1.1.1.271-RXN	0	0.477121255	0.477121255	0.301029996	0.301029996	0.301029996	0.477121255
RXN-12275	0	0	0	0.301029996	0	0.477121255	0.301029996
RXN-8629	0.84509804	0	0.602059991	0.698970004	0.84509804	1.079181246	0.954242509
MMUM-RXN	0	0.301029996	0	0	0	0.602059991	0.602059991
RXN-7810	0	0	0	0	0.477121255	0	0
RXN-9535	0	0.477121255	0	0	0.301029996	0.77815125	0.477121255
2-AMINOADIPATE-AMINOTRANSFERASE-RXN	0	0	0.301029996	0	0	0	0
DUDPKIN-RXN	0.698970004	0.602059991	0.301029996	0.477121255	0.477121255	0.301029996	0.698970004
IMIDPHOSDEHYD-RXN	0	0	0	0.477121255	0.477121255	0.602059991	0.301029996
GMP-SYN-NH3-RXN	0.301029996	0.301029996	0.301029996	0.477121255	0.477121255	0.903089987	1.079181246
RXN-9958	0	0.301029996	0	0	0	0	0
2OXOGLUTDECARB-RXN	0.477121255	0.77815125	0.301029996	0	0	0	0.301029996
XANTHOSINEPHOSPHORY-RXN	0	0.301029996	0	0	0.602059991	0	0
RXN-9730	0	0	0.602059991	0	0	0	0
R103-RXN	0	0.301029996	0	0	0	0.301029996	0
ALTRODEHYDRAT-RXN	0.301029996	0	0	0.301029996	0	0	0
PANTOATE-BETA-ALANINE-LIG-RXN	0	0	0	0	0.477121255	0.477121255	0.477121255
RXN-8891	0	0.602059991	0.301029996	0.301029996	0.602059991	0.477121255	0.301029996
RXN-10009	0.84509804	0.301029996	0	0.477121255	0.602059991	0.477121255	0.602059991
IMP-DEHYDROG-RXN	0.477121255	0.84509804	0.602059991	0.602059991	0.301029996	0.77815125	0.602059991
UDP-NACMURALGLDAPLIG-RXN	0.301029996	0.602059991	0	0	0.301029996	0.301029996	0
PSERTRANSAM-RXN	0.477121255	0.477121255	0.477121255	0	0	0.301029996	0.301029996
ALKANE-1-MONOOXYGENASE-RXN	0	0.477121255	0	0.301029996	0	0.301029996	0.301029996
PRIBFAICARPISOM-RXN	0	0	0	0.477121255	0.301029996	0.602059991	0.301029996
GART-RXN	0.602059991	0	0.301029996	0	0.602059991	0.301029996	0.698970004
ACETYLORNTRANSAM-RXN	0.477121255	0.602059991	0.301029996	0	0	0.602059991	0.698970004
NICOTINAMID-RXN	0.903089987	0.954242509	0.84509804	0.903089987	1.146128036	1.041392685	1.113943352
3.2.1.8-RXN	0	0	0	0	0	0.301029996	0
PHOSGLYPHOS-RXN	0.301029996	0.77815125	0.477121255	0.477121255	0.698970004	0.77815125	0.84509804
3.1.3.70-RXN	0.301029996	0	0	0	0	0	0
3.5.2.17-RXN	0	0	0	0	0	0	0.301029996
RXN-5284	0.301029996	0	0	0	0	0	0
TRANS-RXN0-277	0	0.477121255	0.301029996	0	0	0.602059991	0.698970004
INOPHOSPHOR-RXN	0	0.301029996	0	0	0.602059991	0	0
RXN1G-240	0.301029996	0	0	0	0	0	0
RXN0-947	0	0	0	0.301029996	0.477121255	0.477121255	0
DIHYDROPYRIMIDINASE-RXN	0	0.602059991	0.301029996	0.77815125	0	0.84509804	0.602059991
PYRIDOXAL-4-DEHYDROGENASE-RXN	0.602059991	0.477121255	0	0	0.301029996	0.477121255	0.698970004
RXN-8783	0.477121255	0.477121255	0	0.602059991	0	0.602059991	0.602059991
ASPCARBTRANS-RXN	0.698970004	0.903089987	0.477121255	0	0.301029996	0.602059991	0.301029996
RXN1G-72	0.301029996	0	0	0	0	0	0
ACETATEKIN-RXN	0	0	0	0.301029996	0	0.301029996	0
DEHYDDEOXPHOSGALACT-ALDOL-RXN	0	0.301029996	0	0	0	0	0
METHYLMALONYL-COA-MUT-RXN	1	0.903089987	0.477121255	1.041392685	0.84509804	0.477121255	1
RXN-12424	0	0	0.301029996	0	0	0	0
HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	0	0	0.477121255	0.301029996	0.477121255	0.301029996	0.477121255
RXN0-746	0	0	0	0	0	0	0.477121255
1.5.1.9-RXN	0.477121255	0	0	0	0.301029996	0	0.698970004
UROPORIIIMETHYLTRANSA-RXN	0	0	0.477121255	0	0	0.477121255	0.301029996
L-ASPARTATE-OXID-RXN	0.301029996	0.602059991	0	0	0.301029996	0.77815125	0
HEME-OXYGENASE-DECYCLIZING-RXN	0	0.301029996	0	0	0	0	0
RXN0-1401	0	0.301029996	0	0	0	0	0
RXN-8991	0.602059991	1	0.602059991	0.903089987	0.77815125	1	0.602059991
1-PHOSPHATIDYLINOSITOL-KINASE-RXN	0	0	0	0	0.477121255	0.301029996	0
1.2.4.4-RXN	0	0	0	0.602059991	0.301029996	0.477121255	0.698970004
1.10.2.2-RXN	0.477121255	0.301029996	0	0.301029996	0.477121255	0.301029996	0.301029996
CDPREDUCT-RXN	0	0	0	0	0	0.301029996	0
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	0	0	0	0	0.301029996	0.301029996	0.301029996
GLY3KIN-RXN	0	0	0	0	0	0.477121255	0
RXN1G-469	0.301029996	0	0	0	0	0	0
PREPHENATEDEHYDROG-RXN	0.477121255	0.477121255	0.301029996	0	0.301029996	0.477121255	0
RXN-9739	0	0	0	0	0	0	0.301029996
6.3.4.16-RXN	0.301029996	0.954242509	0.954242509	0.954242509	1.113943352	1.278753601	1.230448921
L-GLN-FRUCT-6-P-AMINOTRANS-RXN	0.903089987	0.477121255	0.698970004	0.602059991	0.477121255	0.301029996	0.301029996
METHIONINE-GAMMA-LYASE-RXN	0	0.301029996	0	0	0	0	0.301029996
ADCLY-RXN	0.301029996	0	0	0	0.301029996	0.698970004	0.301029996
RXN-7645	0	0	0	0	0.301029996	0	0
GLUCONATE-DEHYDRATASE-RXN	0	0	0	0.301029996	0	0	0
R344-RXN	0	0.477121255	0	0	0.301029996	0.477121255	0
TRYPTOPHAN--TRNA-LIGASE-RXN	0.477121255	0.602059991	0.301029996	0.698970004	0	0.77815125	0.698970004
L-RHAMNONATE-DEHYDRATASE-RXN	0	0	0	0	0.477121255	0	0
SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	0	0.602059991	0.301029996	0.301029996	0.602059991	0.477121255	0.301029996
RXN0-5266	0.301029996	0.301029996	0	0	0	0	0.477121255
UDPACYLGLCNACDEACETYL-RXN	0.301029996	0	0	0	0	0	0
H2NEOPTERINALDOL-RXN	0	0	0	0	0	0	0.301029996
TRIOSEPISOMERIZATION-RXN	0	0.477121255	0.301029996	0.301029996	0.301029996	0.301029996	0.698970004
RXN0-2161	0	0	0	0.477121255	0	0	0
RXN-11740	0.301029996	0	0	0	0	0.301029996	0
UDP-NACMUR-ALA-LIG-RXN	0.477121255	0.301029996	0.477121255	0.301029996	0.477121255	0.77815125	0.477121255
GLUTARYL-COA-DEHYDROG-RXN	0	0	0.301029996	0	0	0.301029996	0.301029996
GSPSYN-RXN	0	0	0	0	0.301029996	0	0
SUCCINYLDIAMINOPIMTRANS-RXN	0.301029996	0	0	0	0	0	0.301029996
GDPKIN-RXN	0.698970004	0.602059991	0.301029996	0.477121255	0.477121255	0.301029996	0.698970004
N-FORMYLGLUTAMATE-DEFORMYLASE-RXN	0.301029996	0.301029996	0	0.301029996	0.477121255	0.477121255	0.301029996
GDPMANDEHYDRA-RXN	0.301029996	0.77815125	0	0.477121255	0.602059991	0.301029996	0
3-OXOADIPATE-ENOL-LACTONASE-RXN	0	0	0	0	0.301029996	0.301029996	0.301029996
GLYOXII-RXN	0.477121255	0.477121255	0	0.301029996	0	0.698970004	0.301029996
ACETYLHOMOSER-CYS-RXN	0	0.77815125	0.301029996	0.477121255	0.477121255	0.477121255	0
GLUTCYSLIG-RXN	0.477121255	0	0.301029996	0	0	0.477121255	0.477121255
PHOSPHONOACETALDEHYDE-HYDROLASE-RXN	0	0	0	0	0.301029996	0.477121255	0.301029996
GABATRANSAM-RXN	0	0.602059991	0	0	0	0.301029996	0
COBALAMIN5PSYN-RXN	0	0.301029996	0	0	0.301029996	0.301029996	0.301029996
SIROHEME-FERROCHELAT-RXN	0	0	0.301029996	0.301029996	0	0.602059991	0.301029996
RXN-9449	0	0	0	0	0.301029996	0	0
2.7.7.33-RXN	0.301029996	0	0.301029996	0.301029996	0.301029996	0.301029996	0
RXN0-5224	0.301029996	0.477121255	0	0	0.301029996	0.301029996	0.477121255
PGLYCDEHYDROG-RXN	0.477121255	0.954242509	0.301029996	0.77815125	0.477121255	0.698970004	0.698970004
RXN1G-481	0.301029996	0	0	0	0	0	0
CITRYLY-RXN	0.301029996	0	0.301029996	0	0.477121255	0.698970004	0.77815125
2.6.1.33-RXN	0	0	0	0	0	0	0.301029996
RXN-6021	0	0.477121255	0.301029996	0.301029996	0	0	0.301029996
RXN0-6575	0	0	0	0	0	0	0.301029996
FARNESYLTRANSTRANSFERASE-RXN	0	0.602059991	0	0.301029996	0.477121255	0.477121255	0.301029996
RXN-11174	0	0.301029996	0.301029996	0.301029996	0	0	0.477121255
RXN-11667	0	0.602059991	0	0	0	0	0.477121255
METHYLMALONYL-COA-EPIM-RXN	0	0	0	0.301029996	0.602059991	0.301029996	0
RXN-11473	0	0	0	0	0.301029996	0	0
RXN0-2022	0	0	0	0	0.301029996	0	0
PHOSACETYLTRANS-RXN	0.477121255	0.477121255	0.477121255	0.301029996	0.301029996	0.301029996	0.477121255
1TRANSKETO-RXN	0.84509804	0.602059991	0.477121255	0.77815125	0.84509804	1.079181246	1
RXN-8675	0	0	0.477121255	0	0	0.301029996	0.301029996
CATECHOL-23-DIOXYGENASE-RXN	0	0	0	0	0	0.301029996	0.477121255
RXN-12726	0	0	0	0	0	0	0.301029996
RXN0-308	0.602059991	0.77815125	0.602059991	0.698970004	1	0.77815125	1.146128036
XANPRIBOSYLTRAN-RXN	0.301029996	0.301029996	0	0.301029996	0	0	0.301029996
NAG6PDEACET-RXN	0	0	0	0	0.301029996	0	0.301029996
DCDPKIN-RXN	0.698970004	0.602059991	0.301029996	0.477121255	0.477121255	0.301029996	0.698970004
1.2.1.65-RXN	0	0.301029996	0	0	0	0	0
GLYOHMETRANS-RXN	0.477121255	0.903089987	0.477121255	0.698970004	0.77815125	1	0.84509804
MERCAPYSTRANS-RXN	0	0	0	0	0	0	0.301029996
RXN-22	0.602059991	0	0.301029996	0.477121255	0.477121255	0.602059991	0.698970004
RXN-7737	0.301029996	0	0	0	0	0	0
RXN-5061	0.301029996	0.477121255	0	0	0	0.477121255	0.77815125
RXN-1305	0.477121255	0	0	0.301029996	0	0.301029996	0.602059991
RXN1G-853	0.301029996	0	0	0	0	0	0
HOMOSERKIN-RXN	0	0	0.301029996	0.301029996	0.477121255	0.301029996	0.602059991
RXN-8505	0	0	0	0.602059991	0.301029996	0.301029996	0.301029996
ACETOOHBUTSYN-RXN	0	0	0.301029996	0	0.301029996	0	0
6.3.5.7-RXN	0.954242509	0.602059991	0.602059991	0.903089987	1	0.84509804	1
GLUC1PADENYLTRANS-RXN	0	0.301029996	0	0.301029996	0.602059991	0	0
RXN1G-182	0.301029996	0	0	0	0	0	0
LYSINE--TRNA-LIGASE-RXN	0.602059991	0.477121255	0.477121255	0.698970004	0.698970004	0.698970004	0.698970004
CDPDIGLYSYN-RXN	0.301029996	0	0	0.301029996	0	0.301029996	0.301029996
L-LACTDEHYDROGFMN-RXN	0.301029996	0.301029996	0.301029996	0.301029996	0	0	0.698970004
BUTYRYL-COA-DEHYDROGENASE-RXN	0.301029996	0.477121255	0	0	0.301029996	0.301029996	0.602059991
RXN-10841	0	0	0.301029996	0	0	0	0
2.5.1.19-RXN	0.477121255	0.301029996	0.477121255	0.602059991	0.698970004	0.84509804	0.602059991
CATECHOL-2-3-DIOXYGENASE-RXN	0	0	0	0	0	0	0.477121255
SPERMINE-SYNTHASE-RXN	0	0	0	0	0.301029996	0.301029996	0.301029996
GLUTAMINE--TRNA-LIGASE-RXN	0.301029996	0.77815125	0.477121255	0.477121255	1.041392685	0.903089987	0.698970004
ADOMET-DMK-METHYLTRANSFER-RXN	0.477121255	0.698970004	0	0.477121255	0.301029996	0.301029996	0.301029996
ADENOSYLHOMOCYSTEINASE-RXN	0.954242509	0.602059991	0.903089987	0.602059991	0.602059991	0.903089987	0.84509804
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	0.301029996	0.698970004	0.301029996	0.602059991	0.903089987	0	0.602059991
PROTOHEMEFERROCHELAT-RXN	0.698970004	0.477121255	0	0.301029996	0.301029996	0.602059991	0.477121255
RXN1G-262	0.301029996	0	0	0	0	0	0
GLUCONOLACT-RXN	0.477121255	0.477121255	0	0.602059991	0	0.602059991	0.698970004
ACONITATEDEHYDR-RXN	0.477121255	0.954242509	0.903089987	1	1	0.903089987	0.903089987
RXN0-6491	0	0.477121255	0	0.301029996	0.477121255	0.477121255	0.301029996
RXN-11338	0	0.301029996	0	0.301029996	0.698970004	0.477121255	0.77815125
MANNONDEHYDRAT-RXN	0.301029996	0	0	0.301029996	0	0.477121255	0
2PGADEHYDRAT-RXN	0.477121255	0.477121255	0.77815125	0.301029996	0.698970004	0.903089987	0.84509804
PYRNUTRANSHYDROGEN-RXN	0.77815125	0.903089987	0.602059991	0.602059991	0.602059991	1.079181246	1.041392685
7KAPSYN-RXN	0	0	0.301029996	0.301029996	0.477121255	0	0
RIBULP3EPIM-RXN	0.477121255	0.602059991	0	0.301029996	0.698970004	0.698970004	0.602059991
RXN0-743	0	0	0	0.477121255	0	0.301029996	0.301029996
RXN-9536	0.301029996	0	0	0	0	0	0
QUINOPRIBOTRANS-RXN	0.301029996	0.301029996	0.477121255	0.301029996	0.477121255	0.477121255	0.477121255
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN	0	0.301029996	0	0	0.602059991	0	0
SUPEROX-DISMUT-RXN	0.301029996	0	0.301029996	0	0.602059991	0.301029996	0.301029996
DARAB5PISOM-RXN	0.477121255	0	0	0.301029996	0	0	0
5.3.1.23-RXN	0.602059991	0	0.477121255	0.301029996	0	0.602059991	0.698970004
MUCONOLACTONE-DELTA-ISOMERASE-RXN	0	0	0	0	0	0.301029996	0
DTDPDEHYRHAMREDUCT-RXN	0	0.698970004	0.301029996	0	0	0.301029996	0.301029996
RXN1G-408	0.301029996	0	0	0	0	0	0
DTDPDEHYDRHAMEPIM-RXN	0.602059991	0	0	0.301029996	0.602059991	0	0
RXN1G-460	0.954242509	0.602059991	0.602059991	0.477121255	0.698970004	0.698970004	0.954242509
ATPSYN-RXN	1.361727836	1.462397998	1.041392685	1.342422681	1.361727836	1.51851394	1.491361694
SULFITE-OXIDASE-RXN	0	0	0	0	0	0	0.301029996
ADDALT-RXN	0.301029996	0.301029996	0	0.477121255	0	0.77815125	0.301029996
1.1.1.262-RXN	0.301029996	0.77815125	0.477121255	0.477121255	0.477121255	0.477121255	0.602059991
2.7.1.90-RXN	0.301029996	0.477121255	0.301029996	0	0.301029996	0.602059991	0.477121255
GLYRIBONUCSYN-RXN	0	0.477121255	0.77815125	0.602059991	0.698970004	0.84509804	0.698970004
1.12.1.3-RXN	0	0	0	0.301029996	0	0.477121255	0.301029996
ALLANTOICASE-RXN	0	0	0	0	0	0.301029996	0
RXN-1241	0	0.301029996	0	0	0.477121255	0	0.301029996
ARGSUCCINSYN-RXN	0.602059991	0.301029996	0	0.477121255	0.477121255	0.602059991	0.477121255
FRUCTOKINASE-RXN	0	0	0	0	0	0	0.301029996
NARINGENIN-CHALCONE-SYNTHASE-RXN	0	0	0	0	0.301029996	0	0
6-CARBOXYHEXANOATE--COA-LIGASE-RXN	0	0	0	0.301029996	0	0	0
RXN-12185	0	0.301029996	0	0	0	0	0
ARGININE--TRNA-LIGASE-RXN	0.602059991	0.301029996	0.477121255	0.903089987	0.903089987	0.903089987	0.77815125
UTPHEXPURIDYLYLTRANS-RXN	0	0	0	0	0	0.301029996	0
R601-RXN	0.301029996	0.301029996	0	0.301029996	0.301029996	0.77815125	0.602059991
RXN0-5393	1.230448921	1.301029996	1	0.903089987	1.079181246	1.204119983	1.176091259
MEPROPCOA-FAD-RXN	0	0.301029996	0	0	0	0	0
3.1.3.56-RXN	0.301029996	0	0	0	0	0	0
RXN-9508	0	0	0.301029996	0	0	0	0.301029996
R281-RXN	0	0	0.301029996	0	0	0	0
L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	0.301029996	0.301029996	0.301029996	0.301029996	0	0	0.698970004
ETHYL-RXN	0.301029996	0	0	0	0	0	0
RXN-11680	0.698970004	0.477121255	0.301029996	0.301029996	0.698970004	0	0.698970004
CYSTATHIONINE-BETA-LYASE-RXN	0.301029996	0.301029996	0	0	0	0.301029996	0
CELLULOSE-SYNTHASE-UDP-FORMING-RXN	0	0	0	0	0.301029996	0	0
PHENYLALANINE-DECARBOXYLASE-RXN	0.301029996	0	0	0	0	0	0.477121255
DIOHBUTANONEPSYN-RXN	0	0.698970004	0	0.301029996	0.84509804	0.954242509	0.301029996
TYROSINE--TRNA-LIGASE-RXN	0.602059991	0	0	0.602059991	0	0.301029996	0.602059991
ADENYLYLSULFKIN-RXN	0	0.301029996	0.477121255	0	0.477121255	0.301029996	0.477121255
RXN-12142	0.77815125	0.698970004	0	0	0.301029996	0	0
HOMOSERINE-O-ACETYLTRANSFERASE-RXN	0.301029996	0.477121255	0.301029996	0.301029996	0.477121255	0.301029996	0.477121255
RXN-9518	0.301029996	0	0	0	0	0	0
GSHTRAN-RXN	0.954242509	1.230448921	0.301029996	0.84509804	0.698970004	0.903089987	0.903089987
ORNCARBAMTRANSFER-RXN	0.301029996	0.602059991	0	0.477121255	0.301029996	0.477121255	0.77815125
IPPISOM-RXN	0	0	0.301029996	0	0.301029996	0	0.301029996
RXN-9633	0.301029996	0	0	0	0	0	0
RXN-3641	0	0	0	0	0.301029996	0	0
RXN-8925	0	0	0	0	0	0.301029996	0.301029996
4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN	0	0	0	0.477121255	0.602059991	0.477121255	0.477121255
RXN-8850	0.477121255	0.698970004	0.301029996	0	0	0.477121255	0
RXN0-1382	0.477121255	0.602059991	0	0.301029996	0.698970004	0.301029996	0.301029996
ALANINE--TRNA-LIGASE-RXN	0.698970004	0.77815125	0.301029996	0.477121255	0.698970004	0.903089987	0.84509804
R231-RXN	0.477121255	0.477121255	0	0	0.602059991	0.301029996	0.301029996
PGLUCONDEHYDRAT-RXN	0	0	0.301029996	0	0	0	0
RXN0-723	0	0	0	0	0	0	0.477121255
ISOCITRATE-DEHYDROGENASE-NAD+-RXN	1	0.698970004	0.602059991	0.301029996	0.698970004	0.602059991	0.77815125
1.13.11.49-RXN	0	0	0	0.301029996	0.301029996	0.301029996	0
RXN-7082	0	0.301029996	0	0	0	0	0
3.2.1.81-RXN	0	0	0.301029996	0	0	0	0
RXN-7813	0	0	0	0	0.477121255	0	0
4.3.1.4-RXN	0	0	0.301029996	0	0	0.301029996	0
MALSYN-RXN	0.84509804	0.698970004	0	0	0.301029996	0.602059991	0.77815125
2-METHYLACYL-COA-DEHYDROGENASE-RXN	0	0.301029996	0	0	0	0	0
1.3.7.3-RXN	0	0	0	0.301029996	0	0	0
RXN-8141	0.903089987	0.77815125	0	0	0.602059991	0.301029996	0.602059991
ACETOLACTREDUCTOISOM-RXN	0.698970004	0.477121255	0.301029996	0.602059991	0	0.84509804	0.954242509
R222-RXN	0	1.278753601	0	0.602059991	0	1.176091259	1.204119983
MYRISTOYLACYLTRAN-RXN	0	0	0	0	0	0.301029996	0.301029996
RXN0-4641	0.301029996	0	0	0	0	0	0.301029996
PGLUCISOM-RXN	0.301029996	0.477121255	0	0.602059991	0.477121255	0	0.477121255
RXN-1826	0	0	0	0	0	0	0.477121255
BADH-RXN	0.301029996	0	0.301029996	0	0.301029996	0.602059991	0.477121255
MUCONATE-CYCLOISOMERASE-RXN	0	0	0	0.301029996	0	0	0
UREASE-RXN	0	0.84509804	0.903089987	0.602059991	0	0.301029996	0.477121255
3.1.2.23-RXN	0	0.301029996	0	0	0.301029996	0.477121255	0.301029996
MALIC-NAD-RXN	0.301029996	0	0.301029996	0.301029996	0	0	0
PHOSPHASERSYN-RXN	0.301029996	0.602059991	0	0.301029996	0.477121255	0.477121255	0.301029996
D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	0	0	0.301029996	0	0	0	0.477121255
RXN1G-203	0.301029996	0	0	0	0	0	0
2.3.1.179-RXN	0.301029996	0	0	0	0.477121255	0.477121255	0
KETOACYLCOATHIOL-RXN	0.477121255	0.301029996	0	0.477121255	0.477121255	0.477121255	0.698970004
RXN0-3962	0	0	0	0	0	0.301029996	0.301029996
GALPMUT-RXN	0.698970004	0	0	0.301029996	0	0	0
F16BDEPHOS-RXN	0.301029996	0.477121255	0.477121255	0	0.477121255	0.301029996	0
UDPREDUCT-RXN	0.301029996	0.477121255	0.602059991	0	0.301029996	0	0
METHIONINE--TRNA-LIGASE-RXN	0.698970004	0.602059991	0	0.77815125	0.77815125	0.477121255	1.041392685
RXN-11503	0	0	0	0	0	0	0.301029996
1.3.1.62-RXN	0	0	0.301029996	0	0	0	0
RXN-11373	0	0	0	0	0.301029996	0.301029996	0
RXN-8979	0.477121255	0	0	0	0	0.301029996	0.477121255
RXN-11468	0	0	0	0	0.301029996	0	0
2.6.1.18-RXN	0.477121255	0	0	0	0	0	0
GLUCONATE-2-DEHYDROGENASE-RXN	0	0	0	0.301029996	0.301029996	0.301029996	0.477121255
3.1.6.12-RXN	0	0	0	0	0	0.477121255	0.477121255
2.7.7.13-RXN	0	0.477121255	0	0	0	0.602059991	0.477121255
RXN-7567	0.301029996	0.477121255	0	0	0	0.301029996	0.301029996
KDOTRANS-RXN	0	0	0	0	0.301029996	0	0
ORNITHINE-CYCLODEAMINASE-RXN	0	0.301029996	0.301029996	0	0.477121255	0	0
DEPHOSPHOCOAKIN-RXN	0.954242509	0.602059991	0	0.477121255	0.301029996	0	0.602059991
GLU6PDEHYDROG-RXN	0.602059991	0.602059991	0	0	0.301029996	0	0
PROTOCATECHUATE-34-DIOXYGENASE-RXN	0	0	0.301029996	0	0	0	0
HOLO-ACP-SYNTH-RXN	0.301029996	0.301029996	0	0.301029996	0	0	0
GLYCDEH-RXN	0	0.301029996	0	0	0	0.301029996	0
RXN0-2141	0.954242509	0.477121255	0.602059991	0.301029996	0.84509804	1	1
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	0	0.301029996	0	0.477121255	0.602059991	0.77815125	0.477121255
RXN-2364	0	0	0	0	0	0.698970004	0.698970004
PMPOXI-RXN	0.477121255	0.301029996	0.602059991	0.301029996	0	0.602059991	0.698970004
CHORISMATEMUT-RXN	0.301029996	0.301029996	0	0.301029996	0	0.301029996	0
SALICYLATE-1-MONOOXYGENASE-RXN	0	0.301029996	0	0	0	0	0
GALACTARDEHYDRA-RXN	0	0	0.301029996	0.301029996	0.301029996	0.301029996	0.301029996
COBALADENOSYLTRANS-RXN	0	0	0.477121255	0	0	0.301029996	0
DIAMINOPIMDECARB-RXN	0.903089987	0.77815125	0.602059991	0.602059991	0.477121255	0.698970004	0.301029996
2-OCTAPRENYLPHENOL-HYDROX-RXN	0.602059991	0.301029996	0	0	0.301029996	0	0
UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN	0	0	0	0.301029996	0.602059991	0.301029996	0.301029996
RXN66-281	0	0	0	0.301029996	0	0	0.477121255
2TRANSKETO-RXN	0.84509804	0.602059991	0.477121255	0.77815125	0.84509804	1.079181246	1
ALANINE-DEHYDROGENASE-RXN	0.602059991	0.602059991	0	0.477121255	0.301029996	0.903089987	0.301029996
KYNURENINE-3-MONOOXYGENASE-RXN	0	0	0.301029996	0	0.301029996	0.301029996	0.301029996
PROTEIN-ARGININE-DEIMINASE-RXN	0	0	0	0	0	0.301029996	0
5.4.2.10-RXN	0.602059991	0	0	0.301029996	0.301029996	0.698970004	0.477121255
RXN0-5398	0	0.301029996	0.301029996	0	0	0.602059991	0
SARCOX-RXN	0.477121255	0.84509804	0.477121255	0.77815125	0.903089987	0.903089987	0.84509804
